course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-006,RCFE-CETP-006_Q021,Which administrator action best supports pre-admission appraisal in RCFE-CETP-006?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q022,A learner sees a scenario involving physician report. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,"Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q023,Which documentation entry is most defensible for admission agreement?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q024,"When needs and services plan raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,"Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q025,Which choice would create the greatest compliance risk for reappraisal?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q026,What evidence should Moodle retain for an activity about retention?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q027,How should an instructor respond when a participant answers incorrectly about relocation?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,"Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q028,Which statement best fits the administrator scope for care capability?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q029,What should happen before completion credit is issued for condition change?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,"Completion and certificate release require all required gates and approval metadata. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q030,Why is a fictional scenario appropriate for practicing decision memo?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,"Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",scenario,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-007,RCFE-CETP-007_Q001,Which administrator action best supports emergency procedure in RCFE-CETP-007?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Managing the Physical Environment.",foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q002,A learner sees a scenario involving disaster plan. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Managing the Physical Environment.,foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q003,Which documentation entry is most defensible for evacuation?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Managing the Physical Environment.",foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q004,"When shelter in place raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Managing the Physical Environment.,foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q005,Which choice would create the greatest compliance risk for passageway?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Managing the Physical Environment.",foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q006,What evidence should Moodle retain for an activity about hazardous storage?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Managing the Physical Environment.",foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q007,How should an instructor respond when a participant answers incorrectly about maintenance?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Managing the Physical Environment.,foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q008,Which statement best fits the administrator scope for housekeeping?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Managing the Physical Environment.",foundational,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q009,What should happen before completion credit is issued for drill?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Managing the Physical Environment.,application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q010,Why is a fictional scenario appropriate for practicing after-action report?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Managing the Physical Environment.,application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q011,Which administrator action best supports emergency procedure in RCFE-CETP-007?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Managing the Physical Environment.",application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q012,A learner sees a scenario involving disaster plan. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Managing the Physical Environment.,application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q013,Which documentation entry is most defensible for evacuation?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Managing the Physical Environment.",application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q014,"When shelter in place raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Managing the Physical Environment.,application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q015,Which choice would create the greatest compliance risk for passageway?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Managing the Physical Environment.",application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q016,What evidence should Moodle retain for an activity about hazardous storage?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Managing the Physical Environment.",application,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q017,How should an instructor respond when a participant answers incorrectly about maintenance?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Managing the Physical Environment.,scenario,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q018,Which statement best fits the administrator scope for housekeeping?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Managing the Physical Environment.",scenario,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q019,What should happen before completion credit is issued for drill?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Managing the Physical Environment.,scenario,Managing the Physical Environment
RCFE-CETP-007,RCFE-CETP-007_Q020,Why is a fictional scenario appropriate for practicing after-action report?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Managing the Physical Environment.,scenario,Managing the Physical Environment
RCFE-CETP-008,RCFE-CETP-008_Q001,Which administrator action best supports staff supervision in RCFE-CETP-008?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Management/Supervision of Staff.",foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q002,A learner sees a scenario involving role clarity. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Management/Supervision of Staff.,foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q003,Which documentation entry is most defensible for training record?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Management/Supervision of Staff.",foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q004,"When shift handoff raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Management/Supervision of Staff.,foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q005,Which choice would create the greatest compliance risk for staffing pattern?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Management/Supervision of Staff.",foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q006,What evidence should Moodle retain for an activity about performance coaching?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Management/Supervision of Staff.",foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q007,How should an instructor respond when a participant answers incorrectly about corrective documentation?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Management/Supervision of Staff.,foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q008,Which statement best fits the administrator scope for personnel file?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Management/Supervision of Staff.",foundational,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q009,What should happen before completion credit is issued for administrator accountability?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Management/Supervision of Staff.,application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q010,Why is a fictional scenario appropriate for practicing escalation?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Management/Supervision of Staff.,application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q011,Which administrator action best supports staff supervision in RCFE-CETP-008?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Management/Supervision of Staff.",application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q012,A learner sees a scenario involving role clarity. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Management/Supervision of Staff.,application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q013,Which documentation entry is most defensible for training record?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Management/Supervision of Staff.",application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q014,"When shift handoff raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Management/Supervision of Staff.,application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q015,Which choice would create the greatest compliance risk for staffing pattern?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Management/Supervision of Staff.",application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q016,What evidence should Moodle retain for an activity about performance coaching?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Management/Supervision of Staff.",application,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q017,How should an instructor respond when a participant answers incorrectly about corrective documentation?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Management/Supervision of Staff.,scenario,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q018,Which statement best fits the administrator scope for personnel file?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Management/Supervision of Staff.",scenario,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q019,What should happen before completion credit is issued for administrator accountability?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Management/Supervision of Staff.,scenario,Management/Supervision of Staff
RCFE-CETP-008,RCFE-CETP-008_Q020,Why is a fictional scenario appropriate for practicing escalation?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Management/Supervision of Staff.,scenario,Management/Supervision of Staff
RCFE-CETP-009,RCFE-CETP-009_Q001,Which administrator action best supports business operations in RCFE-CETP-009?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Business Operations.",foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q002,A learner sees a scenario involving audit readiness. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Business Operations.,foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q003,Which documentation entry is most defensible for record owner?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Business Operations.",foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q004,"When retention raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Business Operations.,foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q005,Which choice would create the greatest compliance risk for public claim?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Business Operations.",foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q006,What evidence should Moodle retain for an activity about approval metadata?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Business Operations.",foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q007,How should an instructor respond when a participant answers incorrectly about vendor number?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Business Operations.,foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q008,Which statement best fits the administrator scope for course number?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Business Operations.",foundational,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q009,What should happen before completion credit is issued for claim-safe communication?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Business Operations.,application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q010,Why is a fictional scenario appropriate for practicing document library?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Business Operations.,application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q011,Which administrator action best supports business operations in RCFE-CETP-009?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Business Operations.",application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q012,A learner sees a scenario involving audit readiness. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Business Operations.,application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q013,Which documentation entry is most defensible for record owner?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Business Operations.",application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q014,"When retention raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Business Operations.,application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q015,Which choice would create the greatest compliance risk for public claim?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Business Operations.",application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q016,What evidence should Moodle retain for an activity about approval metadata?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Business Operations.",application,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q017,How should an instructor respond when a participant answers incorrectly about vendor number?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Business Operations.,scenario,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q018,Which statement best fits the administrator scope for course number?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Business Operations.",scenario,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q019,What should happen before completion credit is issued for claim-safe communication?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Business Operations.,scenario,Business Operations
RCFE-CETP-009,RCFE-CETP-009_Q020,Why is a fictional scenario appropriate for practicing document library?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Business Operations.,scenario,Business Operations
