Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M16 L05 C91 Debrief,module.m16.lesson.l05.card.c91_debrief,"Debrief for CCCCO Module 16 Objective 5. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M16 L06 C01 Overview,module.m16.lesson.l06.card.c01_overview,"CCCCO Module 16 Objective 6 focuses on: Identify care and comfort measures for dying patients/residents. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M16 L06 C02 01 Delivery,module.m16.lesson.l06.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 16, Objective 6: Identify care and comfort measures for the dying patient/resident. A. Monitor patient/resident, observe for signs, change of status 1. Notify licensed nurse in charge for any changes in condition 2. Determine patient’s/resident’s code status (DNR, no code, etc.) in order to act at appropriate level of care 3. Patient/resident can usually hear, even when they appear unconscious B. Care and comfort measures 1. Pain management 2. Hygiene 3. Oral hygiene 4. Communication/support 5. Positioning/turning 6. Provide comfort 7. Attend to psychosocial needs 8. Spiritual support

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M16 L06 C70 01 Activity,module.m16.lesson.l06.card.c70_01_activity,"Active learning task: use the CCCCO Module 16 terms for this objective (Objective 6: Identify care and comfort measures for dying pa) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M16 L06 C70 02 Activity,module.m16.lesson.l06.card.c70_02_activity,"Active learning task: read the Objective 06 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M16 L06 C90 Challenge,module.m16.lesson.l06.card.c90_challenge,"Practice challenge for CCCCO Module 16 Objective 6: Practice check: For CCCCO Module 16 Objective 6, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M16 L06 C91 Debrief,module.m16.lesson.l06.card.c91_debrief,"Debrief for CCCCO Module 16 Objective 6. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M16 L07 C01 Overview,module.m16.lesson.l07.card.c01_overview,"CCCCO Module 16 Objective 7 focuses on: Identify the philosophy and goals of hospice and the Nurse Assistant’s role when the patient/resident is cared for by a licensed hospice nurse. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M16 L07 C02 01 Delivery,module.m16.lesson.l07.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 16, Objective 7: Identify the philosophy and goals of hospice and the Nurse Assistant’s role when the patient/resident is cared for by a licensed hospice nurse. A. History – The first modern hospice, St. Christopher’s Hospice began in London in the 1960s B. Philosophy 1. To provide comfort, support and dignity to the dying patient/resident using a holistic approach 2. To provide comfort and support to family and friends of the dying person 3. Hospice care does not prolong life nor does it hasten death 4. Nurse on call to answer questions, provide support, make a

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M16 L07 C02 02 Delivery,module.m16.lesson.l07.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 16, Objective 7: visit, or problem solve C. Goals 1. To provide palliative care using a team approach with an emphasis on pain control and comfort, rather than recovery 2. Usually for patients with six months or less to live 3. Patient/resident encouraged to participate in family life and decision- making 4. Services and counseling available to family even after person’s death D. Nurse Assistant’s role – To provide care within scope of practice as identified by the multidisciplinary team E. Attitudes and skills useful in hospice care

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M16 L07 C02 03 Delivery,module.m16.lesson.l07.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 16, Objective 7: 1. Listening 2. Respecting privacy 3. Sensitivity to individual needs 4. Awareness of your own feelings 5. Recognizing stress 6. Care for yourself F. Role of the hospice nurse – To meet the physical, emotional and spiritual needs of terminally ill patient and his/her family B. Class participation

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M16 L07 C70 01 Activity,module.m16.lesson.l07.card.c70_01_activity,"Active learning task: use the CCCCO Module 16 terms for this objective (Objective 7: Identify the philosophy and goals of hospice an) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M16 L07 C90 Challenge,module.m16.lesson.l07.card.c90_challenge,"Practice challenge for CCCCO Module 16 Objective 7: Practice check: For CCCCO Module 16 Objective 7, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M16 L07 C91 Debrief,module.m16.lesson.l07.card.c91_debrief,"Debrief for CCCCO Module 16 Objective 7. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M16 L08 C01 Overview,module.m16.lesson.l08.card.c01_overview,"CCCCO Module 16 Objective 8 focuses on: Describe procedures and responsibilities for postmortem care. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M16 L08 C02 01 Delivery,module.m16.lesson.l08.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 16, Objective 8: Describe procedures and responsibilities for postmortem care. A. Assist with postmortem care as directed by licensed nurse B. Follow facility procedures C. Provide privacy, support and comfort D. Respect family member’s beliefs in regard to postmortem care demonstration post- mortem care Postmortem Care B. Class participation

CNA scope boundary: Postmortem care remains a hands-on clinical procedure; online theory covers responsibilities, dignity, and reporting boundaries."
CNA Recertification Theory + Clinical Support,M16 L08 C70 01 Activity,module.m16.lesson.l08.card.c70_01_activity,"Active learning task: use the CCCCO Module 16 terms for this objective (Objective 8: Describe procedures and responsibilities for po) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M16 L08 C70 02 Activity,module.m16.lesson.l08.card.c70_02_activity,"Active learning task: read the Objective 08 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M16 L08 C90 Challenge,module.m16.lesson.l08.card.c90_challenge,"Practice challenge for CCCCO Module 16 Objective 8: Practice check: For CCCCO Module 16 Objective 8, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M16 L08 C91 Debrief,module.m16.lesson.l08.card.c91_debrief,"Debrief for CCCCO Module 16 Objective 8. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M17 L01 C01 Overview,module.m17.lesson.l01.card.c01_overview,"CCCCO Module 17 Objective 1 focuses on: Define key terminology. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M17 L01 C02 01 Delivery,module.m17.lesson.l01.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 17, Objective 1: Define key terminology A. Review the terms listed in the terminology section. B. Spell the listed terms accurately. C. Pronounce the terms correctly. D. Use the terms in their proper context. crossword puzzles, Family Feud, Jeopardy, bingo, spelling bee, hangman, and concentration. C. Encourage use of dictionary, and textbooks. D. Create flashcards. five words from the list of key terminology and write a sentence for each defining the term. C. Uses appropriate terminology when charting and reporting to licensed personnel.

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L01 C70 01 Activity,module.m17.lesson.l01.card.c70_01_activity,"Active learning task: use the CCCCO Module 17 terms for this objective (Abuse, Advance Directive, Aiding and abetting, Assault, Battery, Choice) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M17 L01 C70 02 Activity,module.m17.lesson.l01.card.c70_02_activity,"Active learning task: read the Objective 01 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M17 L01 C70 03 Activity,module.m17.lesson.l01.card.c70_03_activity,"Active learning task: for CCCCO Module 17 Objective 01, decide which parts belong to online theory and which parts would require hands-on training or facility-specific direction. This reinforces the course boundary that online theory does not validate clinical competency."
CNA Recertification Theory + Clinical Support,M17 L01 C70 04 Activity,module.m17.lesson.l01.card.c70_04_activity,"Active learning task: imagine a fictional resident situation connected to Define key terminology. Choose the first safe CNA action, the person to notify, and the privacy rule to follow. Use no names, room numbers, facility details, or other PHI."
CNA Recertification Theory + Clinical Support,M17 L01 C70 05 Activity,module.m17.lesson.l01.card.c70_05_activity,"Active learning task: identify where this objective intersects with the resident care plan. State what the CNA can assist with as directed, what must be reported, and what must be left to licensed staff or facility policy."
CNA Recertification Theory + Clinical Support,M17 L01 C70 06 Activity,module.m17.lesson.l01.card.c70_06_activity,"Active learning task: teach this objective back in two plain-language sentences: first, what the CCCCO source requires the learner to know; second, how the CNA applies it safely through observation, assistance as directed, reporting, documentation, and escalation."
CNA Recertification Theory + Clinical Support,M17 L01 C90 Challenge,module.m17.lesson.l01.card.c90_challenge,"Practice challenge for CCCCO Module 17 Objective 1: Practice check: For CCCCO Module 17 Objective 1, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M17 L01 C91 Debrief,module.m17.lesson.l01.card.c91_debrief,"Debrief for CCCCO Module 17 Objective 1. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M17 L02 C01 Overview,module.m17.lesson.l02.card.c01_overview,"CCCCO Module 17 Objective 2 focuses on: Identify and discuss types of elder abuse. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M17 L02 C02 01 Delivery,module.m17.lesson.l02.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: Identify and discuss types of elder abuse A. Define Abuse 1. An intentional act or failure to act by a caregiver or another person in a relationship involving an expectation of trust that causes or creates a risk of harm to an older adult who is someone age 60 or older 2. A crime and is one or more of the following elements: 1) Willful causing of injury 2) Unreasonable confinement 3) Intimidation, making someone afraid 4) Punishment 5) Refusal of goods or services needed for physical,

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C02 02 Delivery,module.m17.lesson.l02.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: mental or psychological well-being 3. Can happen to any older person, but often affects those who depend on others for help with activities of everyday life 4. Likely targets are older people who have no family or B. Arrange for tour of a long term care facility. C. Arrange for a guest speaker from a long term care facility. B. Class participation friends nearby and people with disabilities, memory problems, cognitive problems, or dementia B. Forms or types of Elder Abuse (National Institute of Aging):

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C02 03 Delivery,module.m17.lesson.l02.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: 1. Verbal 1) Teasing 2) Profanity 3) Racial slanders 4) Threats 2. Physical 1) Battery: kicking, biting, hitting, shoving, pulling hair 2) Rough handling 3. Psychological (Emotional abuse) 1) Ridiculing or saying hurtful words 2) Ignoring repeatedly 3) Manipulating 4) Yelling at or threatening 4. Involuntary seclusion 1) Isolation 2) Keeping that person from seeing close friends and relatives 5. Abandonment 1) Leaving someone unattended 2) No planning for patient’s/resident’s care 6. Neglect 1) Failure to provide care that a reasonable person would provide 2) Not answering call light

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C02 04 Delivery,module.m17.lesson.l02.card.c02_04_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: 3) Smells of urine and not being cleaned/changed 7. Sexual 1) Overtures or Innuendos 2) Inappropriate gestures 3) Inappropriate touching 4) Forcing an older adult to watch or be part of sexual acts 8. Financial 1) Stealing money or borrowing items 2) Accepting gifts 3) May include forging checks, taking someone else's retirement and Social Security benefits, using another person's credit cards and bank accounts, changing names on a will, bank account, life insurance policy, or title to a house without permission from the older

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C02 05 Delivery,module.m17.lesson.l02.card.c02_05_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: person 9. Healthcare Fraud 1) Overcharging 2) Billing twice for the same service 3) Falsifying Medicaid or Medicare claims 4) Charging for care that was not provided 5) Committed by healthcare providers or hospital staff C. Signs and Symptoms of abuse 1. Has new onset sleeping problems 2. Seems depressed or confused 3. Loses weight for no reason 4. Displays signs of trauma, like rocking back and forth 5. Acts agitated or violent 6. Becomes withdrawn 7. Stops taking part in activities that the patient/resident

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C02 06 Delivery,module.m17.lesson.l02.card.c02_06_delivery,"Source-supported teaching from CCCCO Module 17, Objective 2: previously liked 8. Has unexplained bruises, burns, or scars 9. Appears unkempt or messy with unwashed hair or dirty clothes 10. Develops bed sores or other preventable conditions

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L02 C70 01 Activity,module.m17.lesson.l02.card.c70_01_activity,"Active learning task: use the CCCCO Module 17 terms for this objective (Abuse, Advance Directive, Aiding and abetting, Assault, Battery, Choice) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M17 L02 C70 02 Activity,module.m17.lesson.l02.card.c70_02_activity,"Active learning task: read the Objective 02 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M17 L02 C70 03 Activity,module.m17.lesson.l02.card.c70_03_activity,"Active learning task: for CCCCO Module 17 Objective 02, decide which parts belong to online theory and which parts would require hands-on training or facility-specific direction. This reinforces the course boundary that online theory does not validate clinical competency."
CNA Recertification Theory + Clinical Support,M17 L02 C70 04 Activity,module.m17.lesson.l02.card.c70_04_activity,"Active learning task: imagine a fictional resident situation connected to Identify and discuss types of elder abuse. Choose the first safe CNA action, the person to notify, and the privacy rule to follow. Use no names, room numbers, facility details, or other PHI."
CNA Recertification Theory + Clinical Support,M17 L02 C70 05 Activity,module.m17.lesson.l02.card.c70_05_activity,"Active learning task: identify where this objective intersects with the resident care plan. State what the CNA can assist with as directed, what must be reported, and what must be left to licensed staff or facility policy."
CNA Recertification Theory + Clinical Support,M17 L02 C70 06 Activity,module.m17.lesson.l02.card.c70_06_activity,"Active learning task: teach this objective back in two plain-language sentences: first, what the CCCCO source requires the learner to know; second, how the CNA applies it safely through observation, assistance as directed, reporting, documentation, and escalation."
CNA Recertification Theory + Clinical Support,M17 L02 C90 Challenge,module.m17.lesson.l02.card.c90_challenge,"Practice challenge for CCCCO Module 17 Objective 2: Practice check: For CCCCO Module 17 Objective 2, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M17 L02 C91 Debrief,module.m17.lesson.l02.card.c91_debrief,"Debrief for CCCCO Module 17 Objective 2. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M17 L03 C01 Overview,module.m17.lesson.l03.card.c01_overview,"CCCCO Module 17 Objective 3 focuses on: Discuss the issues related to elder abuse. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M17 L03 C02 01 Delivery,module.m17.lesson.l03.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 17, Objective 3: Discuss the issues related to elder abuse A. Abuse is a crime and is one or more of the following elements: 1. Willful causing of injury. 2. Unreasonable confinement. 3. Intimidation, making someone afraid. 4. Punishment. 5. Refusal of goods or services needed for physical, mental or psychological well-being. Reporting Form- SOC Duty: Reporting Elder and Dependent Adult Abuse” Fax requests B. Class participation B. Elder abuse has been: 1. Poorly or imprecisely defined 2. Defined specifically to reflect the unique statutes or conditions present in specific states, counties, or cities

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L03 C02 02 Delivery,module.m17.lesson.l03.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 17, Objective 3: 3. Defined specifically for research purposes C. All states require the reporting of elder abuse or child abuse D. Forms of elder abuse (refer to objective 2) 1. Physical abuse 2. Verbal abuse 3. Involuntary seclusion 4. Financial abuse 5. Psychological abuse (emotional/mental abuse) 5. Sexual abuse 6. Neglect 7. Abandonment 8. Healthcare Fraud D. Recognizing the evidence and observation of elder abuse 1. Living conditions are unsafe, unclean or inadequate 2. Personal hygiene is lacking. 3. Weight loss 4. Frequent injuries 5. Old bruises

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L03 C02 03 Delivery,module.m17.lesson.l03.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 17, Objective 3: 6. Quiet and withdrawn attitude 7. Anxious to please caregiver 8. Private conversations not allowed 9. Medications not taken properly 10. Frequent Visits to ER, hospital, or clinics 11. May go from one doctor to another E. Evaluate how a series of actions and reactions might lead to abuse F. Define local, state, and federal regulations regarding abuse (mandated reporter) to Bureau of Medi-Cal Fraud and Elder Abuse. FAX: 916- 263-2565. Downloadable publications from CA Attorney General’s office available at i cations D. Bureau of Medi-Cal

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L03 C70 01 Activity,module.m17.lesson.l03.card.c70_01_activity,"Active learning task: use the CCCCO Module 17 terms for this objective (Abuse, Advance Directive, Aiding and abetting, Assault, Battery, Choice) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M17 L03 C70 02 Activity,module.m17.lesson.l03.card.c70_02_activity,"Active learning task: read the Objective 03 source details again and name one observation a CNA should notice, one change that should be reported to the licensed nurse, and one de-identified documentation cue. Do not create a diagnosis or care-plan change."
CNA Recertification Theory + Clinical Support,M17 L03 C70 03 Activity,module.m17.lesson.l03.card.c70_03_activity,"Active learning task: for CCCCO Module 17 Objective 03, decide which parts belong to online theory and which parts would require hands-on training or facility-specific direction. This reinforces the course boundary that online theory does not validate clinical competency."
CNA Recertification Theory + Clinical Support,M17 L03 C70 04 Activity,module.m17.lesson.l03.card.c70_04_activity,"Active learning task: imagine a fictional resident situation connected to Discuss the issues related to elder abuse. Choose the first safe CNA action, the person to notify, and the privacy rule to follow. Use no names, room numbers, facility details, or other PHI."
CNA Recertification Theory + Clinical Support,M17 L03 C70 05 Activity,module.m17.lesson.l03.card.c70_05_activity,"Active learning task: identify where this objective intersects with the resident care plan. State what the CNA can assist with as directed, what must be reported, and what must be left to licensed staff or facility policy."
CNA Recertification Theory + Clinical Support,M17 L03 C70 06 Activity,module.m17.lesson.l03.card.c70_06_activity,"Active learning task: teach this objective back in two plain-language sentences: first, what the CCCCO source requires the learner to know; second, how the CNA applies it safely through observation, assistance as directed, reporting, documentation, and escalation."
CNA Recertification Theory + Clinical Support,M17 L03 C90 Challenge,module.m17.lesson.l03.card.c90_challenge,"Practice challenge for CCCCO Module 17 Objective 3: Practice check: For CCCCO Module 17 Objective 3, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M17 L03 C91 Debrief,module.m17.lesson.l03.card.c91_debrief,"Debrief for CCCCO Module 17 Objective 3. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M17 L04 C01 Overview,module.m17.lesson.l04.card.c01_overview,"CCCCO Module 17 Objective 4 focuses on: Explain the Nurse Assistant role in preventing elder abuse. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M17 L04 C02 01 Delivery,module.m17.lesson.l04.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: Explain the Nurse Assistant role in recognizing and preventing elder abuse A. Explain the difference between negligence and abuse B. Recognize the evidence of elder abuse 1. Living conditions are unsafe, unclean or inadequate. 2. Personal hygiene is lacking. 3. Weight loss 4. Frequent injuries 5. Old bruises 6. Quiet and withdrawn attitude 7. Anxious to please caregiver 8. Private conversations not allowed 9. Medications not taken properly 10. Frequent Visits to ER, hospital, or clinics 11. May go from one doctor to another C. Explain Nurse Assistant role in preventing abuse

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 02 Delivery,module.m17.lesson.l04.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: 1. Identify combination of individual, relational, community, and societal factors contribute to the risk of abuse 2. Current diagnosis of mental illness 3. Current abuse of alcohol 4. High levels of hostility 5. Poor or inadequate preparation or training for care giving responsibilities 6. Assumption of caregiving responsibilities at an early age 7. Inadequate coping skills 8. Exposure to abuse as a child 9. High financial and emotional dependence upon a vulnerable elder 10. Lack of support 11. Unsympathetic or negative attitudes toward patients/residents 12. Chronic staffing problems

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 03 Delivery,module.m17.lesson.l04.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: 13. Lack of administrative oversight, staff burnout, and stressful working conditions D. Identify patient/resident safety and abuse prevention techniques 1. Effective monitoring systems 2. Institutional policies and procedures regarding patient care 3. Training on elder abuse and neglect for employees 4. Education and clear guidance on durable power of attorney B. Locate facility policies and procedures and patient/resident rights documents. C. Role-play a situation that involves a threat to patient/resident rights B. Class participation C. Locate facility policies, procedures, and patient/resident rights documents. D. Consistently promotes

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 04 Delivery,module.m17.lesson.l04.card.c02_04_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: patient/resident rights and how it is to be used 5. Promoting regular visits by family members, volunteers, and social workers 6. Coordination of resources and services among community agencies and organizations E. Explain how to prevent violations of elder abuse and discuss techniques to rectify situations that could possibly lead to abuse 1. Provide services to relieve the burden of caregiving, such as housekeeping and meal preparation, respite care, education, support groups, and day care 2. Estate planning including a. Living will b. Revocable trust

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 05 Delivery,module.m17.lesson.l04.card.c02_05_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: c. Durable power of attorney for healthcare and/or asset management 3. Not signing documents without first consulting an attorney or family member you trust 4. Not provide personal information (e.g. social security number, credit card) 5. Tear up or shred credit card receipts, bank statements, and financial records before disposing of them 6. If you hire someone for personal assistance services, in home care services, etc. ensure that they have been properly screened with criminal background checks completed F. Review Mandated Reporter Role 1. Define facility, state, and federal policies and procedures

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 06 Delivery,module.m17.lesson.l04.card.c02_06_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: related elder abuse G. Identify Self-care Techniques (Caregiver) 1. Caregiver may need to be available around the clock to fix meals, provide nursing care, take care of laundry and cleaning, drive to doctors' appointments, and pay bills, which contributes to caregiver stress 2. Make sure you have time to rest and take care of your needs 3. Ask a family member or friend to help out for a weekend, or even for a few hours, so that you can take some time for yourself 4. ARCH National Respite Network and Resource

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M17 L04 C02 07 Delivery,module.m17.lesson.l04.card.c02_07_delivery,"Source-supported teaching from CCCCO Module 17, Objective 4: Center's National Respite Locator to find respite services in your area 5. Caregiving support groups may also help 6. Exercise could even help with stress H. Identify and discuss specific techniques for preventing escalation of potential abuse situations

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
