Project,Module ID,Module Title,Lesson ID,Lesson Title,Card ID,Card Type,Title,app.location,Narration,Transcript,Estimated Seconds,Estimated Word Count,Target Duration Status,Voice Notes,Source Reference,SME Review Flag,Compliance Review Flag,Status
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L03,Change of Condition - What to Report,C02C_DELIVERY,delivery,M06 L03 C02C Delivery,module.m06.lesson.l03.card.c02c_delivery,"When you report to the licensed nurse, be organized. A common framework is SBAR: S = Situation: ""I'm calling about Mr. Lee in Room 212."" B = Background: ""He has a history of CHF and was stable this morning."" A = Assessment (your observations): ""His blood pressure is now 180/105, he is short of breath, and his ankles are more swollen than this morning."" R = Recommendation: ""I think he needs to be assessed soon."" Key points: Report in person or by phone - not by sticky note or text message. Be specific. Use numbers, measurements, and the resident's exact words. Include the time you noticed the change. If the nurse is not available, follow your facility's chain-of-command policy.","When you report to the licensed nurse, be organized. A common framework is SBAR: S = Situation: ""I'm calling about Mr. Lee in Room 212."" B = Background: ""He has a history of CHF and was stable this morning."" A = Assessment (your observations): ""His blood pressure is now 180/105, he is short of breath, and his ankles are more swollen than this morning."" R = Recommendation: ""I think he needs to be assessed soon."" Key points: Report in person or by phone - not by sticky note or text message. Be specific. Use numbers, measurements, and the resident's exact words. Include the time you noticed the change. If the nurse is not available, follow your facility's chain-of-command policy.",49,119,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.3.2,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L03,Change of Condition - What to Report,C02D_DELIVERY,delivery,M06 L03 C02D Delivery,module.m06.lesson.l03.card.c02d_delivery,"What to remember: A significant BP drop, sudden confusion, and sudden inability to bear weight all require immediate nursing notification.","What to remember: A significant BP drop, sudden confusion, and sudden inability to bear weight all require immediate nursing notification.",8,20,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.3.2,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L03,Change of Condition - What to Report,C03_CHALLENGE,challenge,M06 L03 C03 Challenge,module.m06.lesson.l03.card.c03_challenge,"Scenario challenge for Change of Condition - What to Report: A fictional resident Mrs. Rivera was alert this morning. At 2 PM she is confused and cannot state her name. This is a:

A) Normal afternoon behavior in older adults
B) Sign of sundowning - no reporting needed until evening
C) Change of condition requiring immediate reporting to the licensed nurse
D) Sign that the resident needs more activity

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Change of Condition - What to Report: A fictional resident Mrs. Rivera was alert this morning. At 2 PM she is confused and cannot state her name. This is a:

A) Normal afternoon behavior in older adults
B) Sign of sundowning - no reporting needed until evening
C) Change of condition requiring immediate reporting to the licensed nurse
D) Sign that the resident needs more activity

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",35,82,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 15 (Observation and Charting) Objective 5,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L03,Change of Condition - What to Report,C04A_DEBRIEF,debrief,M06 L03 C04A Debrief,module.m06.lesson.l03.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to change of condition requiring immediate reporting to the licensed nurse. New confusion in a previously alert resident is a change of condition requiring immediate nursing notification. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to change of condition requiring immediate reporting to the licensed nurse. New confusion in a previously alert resident is a change of condition requiring immediate nursing notification. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",51,118,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 15 (Observation and Charting) Objective 5,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C01_OVERVIEW,overview,M06 L04 C01 Overview,module.m06.lesson.l04.card.c01_overview,"CNA Scope of Practice. Estimated time: 15 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Documentation, Reporting, PHI Avoidance, and Scope. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","CNA Scope of Practice. Estimated time: 15 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Documentation, Reporting, PHI Avoidance, and Scope. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",22,51,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#L04,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C02A_DELIVERY,delivery,M06 L04 C02A Delivery,module.m06.lesson.l04.card.c02a_delivery,"Your scope of practice defines what you are legally allowed to do as a CNA. It is determined by state law, your training, and your facility's policies. CNAs typically CAN: Assist with ADLs: bathing, dressing, grooming, feeding, toileting. Measure and record vital signs. Perform ROM exercises as directed. Assist with transfers, ambulation, and positioning. Observe and report changes in condition. Document care provided. Provide comfort measures. Answer call lights. Assist with intake and output measurement. Perform postmortem care as directed. Provide emotional support and companionship.","Your scope of practice defines what you are legally allowed to do as a CNA. It is determined by state law, your training, and your facility's policies. CNAs typically CAN: Assist with ADLs: bathing, dressing, grooming, feeding, toileting. Measure and record vital signs. Perform ROM exercises as directed. Assist with transfers, ambulation, and positioning. Observe and report changes in condition. Document care provided. Provide comfort measures. Answer call lights. Assist with intake and output measurement. Perform postmortem care as directed. Provide emotional support and companionship.",35,85,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.4.1,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C02B_DELIVERY,delivery,M06 L04 C02B Delivery,module.m06.lesson.l04.card.c02b_delivery,"CNAs CANNOT: Administer medications (including over-the-counter). Perform sterile procedures (wound packing, catheter insertion, IV management). Diagnose conditions or make medical judgments. Give medical advice to residents or families. Take verbal or telephone orders from physicians. Assess or evaluate - this is a licensed nurse function. Delegate tasks to other CNAs (delegation flows from licensed nurse to CNA). Perform any task they have not been trained to do, even if asked. Ignore the care plan or modify it without authorization. The critical rule: If you are unsure whether a task is within your scope, ask the licensed nurse before proceeding. Performing tasks outside your scope puts the resident at risk and puts your certification in jeopardy.","CNAs CANNOT: Administer medications (including over-the-counter). Perform sterile procedures (wound packing, catheter insertion, IV management). Diagnose conditions or make medical judgments. Give medical advice to residents or families. Take verbal or telephone orders from physicians. Assess or evaluate - this is a licensed nurse function. Delegate tasks to other CNAs (delegation flows from licensed nurse to CNA). Perform any task they have not been trained to do, even if asked. Ignore the care plan or modify it without authorization. The critical rule: If you are unsure whether a task is within your scope, ask the licensed nurse before proceeding. Performing tasks outside your scope puts the resident at risk and puts your certification in jeopardy.",48,115,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.4.2,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C02C_DELIVERY,delivery,M06 L04 C02C Delivery,module.m06.lesson.l04.card.c02c_delivery,"If someone asks you to perform a task outside your scope: Do not perform the task. State your scope clearly: ""I am not trained or authorized to do that as a CNA."" Report the request to the charge nurse or supervisor. Document if needed. Example scenario: A family member says, ""Can you just give my mother her pain pill? The nurse hasn't been by yet."" Correct response: ""I understand your concern. I'm not authorized to administer medications. Let me contact the nurse right away so your mother can get her medication as soon as possible.""","If someone asks you to perform a task outside your scope: Do not perform the task. State your scope clearly: ""I am not trained or authorized to do that as a CNA."" Report the request to the charge nurse or supervisor. Document if needed. Example scenario: A family member says, ""Can you just give my mother her pain pill? The nurse hasn't been by yet."" Correct response: ""I understand your concern. I'm not authorized to administer medications. Let me contact the nurse right away so your mother can get her medication as soon as possible.""",39,95,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.4.3,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C02D_DELIVERY,delivery,M06 L04 C02D Delivery,module.m06.lesson.l04.card.c02d_delivery,What to remember: Sterile wound care is outside CNA scope. Decline the task respectfully and ensure the nurse is notified.,What to remember: Sterile wound care is outside CNA scope. Decline the task respectfully and ensure the nurse is notified.,8,20,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.4.3,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C03_CHALLENGE,challenge,M06 L04 C03 Challenge,module.m06.lesson.l04.card.c03_challenge,"Scenario challenge for CNA Scope of Practice: Which of the following tasks is WITHIN the CNA's scope of practice?

A) Administering a prescribed medication
B) Inserting a urinary catheter
C) Measuring and recording a resident's blood pressure
D) Interpreting a physician's order

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for CNA Scope of Practice: Which of the following tasks is WITHIN the CNA's scope of practice?

A) Administering a prescribed medication
B) Inserting a urinary catheter
C) Measuring and recording a resident's blood pressure
D) Interpreting a physician's order

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",25,57,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 13 (Long Term Care Residents) Objective 1,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L04,CNA Scope of Practice,C04A_DEBRIEF,debrief,M06 L04 C04A Debrief,module.m06.lesson.l04.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to measuring and recording a resident's blood pressure. Measuring and recording vital signs including blood pressure is within CNA scope. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to measuring and recording a resident's blood pressure. Measuring and recording vital signs including blood pressure is within CNA scope. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",48,111,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 13 (Long Term Care Residents) Objective 1,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C01_OVERVIEW,overview,M06 L05 C01 Overview,module.m06.lesson.l05.card.c01_overview,"Professionalism, Ethics, and Delegation. Estimated time: 10 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Documentation, Reporting, PHI Avoidance, and Scope. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Professionalism, Ethics, and Delegation. Estimated time: 10 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Documentation, Reporting, PHI Avoidance, and Scope. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",22,51,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#L05,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C02A_DELIVERY,delivery,M06 L05 C02A Delivery,module.m06.lesson.l05.card.c02a_delivery,"Professionalism as a CNA means: Reliability: Arrive on time, complete your assignments, and follow through on commitments. Appearance: Clean uniform, name badge visible, minimal jewelry, hair secured, closed-toe shoes. Attitude: Positive, respectful, and patient - even during difficult situations. Confidentiality: Never share resident information with unauthorized persons. This includes social media. Accountability: Own your mistakes. Report errors immediately. Do not cover up or blame others. Teamwork: Communicate clearly with all team members. Help coworkers when you can. Report concerns through proper channels. Continuous learning: Stay current with training requirements. Ask questions when you are unsure.","Professionalism as a CNA means: Reliability: Arrive on time, complete your assignments, and follow through on commitments. Appearance: Clean uniform, name badge visible, minimal jewelry, hair secured, closed-toe shoes. Attitude: Positive, respectful, and patient - even during difficult situations. Confidentiality: Never share resident information with unauthorized persons. This includes social media. Accountability: Own your mistakes. Report errors immediately. Do not cover up or blame others. Teamwork: Communicate clearly with all team members. Help coworkers when you can. Report concerns through proper channels. Continuous learning: Stay current with training requirements. Ask questions when you are unsure.",39,95,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.5.1,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C02B_DELIVERY,delivery,M06 L05 C02B Delivery,module.m06.lesson.l05.card.c02b_delivery,"Delegation is the process by which a licensed nurse assigns a task to the CNA. Delegation flows in one direction: from the licensed nurse to the CNA. Five rights of delegation: Right task: The task must be within CNA scope and appropriate for the resident's condition. Right circumstances: The situation must be stable and appropriate for CNA-level care. Right person: The CNA must be trained and competent to perform the task. Right supervision: The licensed nurse must be available for questions and oversight. Right direction/communication: The instructions must be clear and specific. Your responsibility when receiving a delegated task: Make sure you understand the instructions. Ask questions if anything is unclear. Perform the task as directed. Report back to the nurse when the task is complete. Report any problems, changes, or concerns immediately. Never accept a task you are not trained or competent to perform. It is your right and responsibility to say no.","Delegation is the process by which a licensed nurse assigns a task to the CNA. Delegation flows in one direction: from the licensed nurse to the CNA. Five rights of delegation: Right task: The task must be within CNA scope and appropriate for the resident's condition. Right circumstances: The situation must be stable and appropriate for CNA-level care. Right person: The CNA must be trained and competent to perform the task. Right supervision: The licensed nurse must be available for questions and oversight. Right direction/communication: The instructions must be clear and specific. Your responsibility when receiving a delegated task: Make sure you understand the instructions. Ask questions if anything is unclear. Perform the task as directed. Report back to the nurse when the task is complete. Report any problems, changes, or concerns immediately. Never accept a task you are not trained or competent to perform. It is your right and responsibility to say no.",64,154,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.5.2,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C02C_DELIVERY,delivery,M06 L05 C02C Delivery,module.m06.lesson.l05.card.c02c_delivery,What to remember: The bruise description is objective - you can see and measure it.,What to remember: The bruise description is objective - you can see and measure it.,8,15,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/28_THEORY_MODULE_06_DOCUMENTATION_CHANGE_OF_CONDITION_SCOPE_FULL.md#Screen 6.5.2,None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C03_CHALLENGE,challenge,M06 L05 C03 Challenge,module.m06.lesson.l05.card.c03_challenge,"Scenario challenge for Professionalism, Ethics, and Delegation: The SBAR framework for reporting a change of condition stands for:

A) Signs then Background then Abnormality then Response
B) Situation then Background then Assessment then Recommendation
C) Symptoms then Baseline then Action then Result
D) Status then Background then Alert then Report

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Professionalism, Ethics, and Delegation: The SBAR framework for reporting a change of condition stands for:

A) Signs then Background then Abnormality then Response
B) Situation then Background then Assessment then Recommendation
C) Symptoms then Baseline then Action then Result
D) Status then Background then Alert then Report

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",28,65,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 15 (Observation and Charting),None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M06,"Documentation, Reporting, PHI Avoidance, and Scope",L05,"Professionalism, Ethics, and Delegation",C04A_DEBRIEF,debrief,M06 L05 C04A Debrief,module.m06.lesson.l05.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to situation then background then assessment then recommendation. SBAR = Situation Background Assessment Recommendation. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to situation then background then assessment then recommendation. SBAR = Situation Background Assessment Recommendation. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",45,104,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 15 (Observation and Charting),None identified,Compliance review required; PHI/no-upload and CNA scope guardrails apply.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C01_OVERVIEW,overview,M07 L01 C01 Overview,module.m07.lesson.l01.card.c01_overview,"Cumulative Review - Modules 1-3. Estimated time: 5 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Final Review, Exam/Test, Affidavit, and Certificate Status. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Cumulative Review - Modules 1-3. Estimated time: 5 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Final Review, Exam/Test, Affidavit, and Certificate Status. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",23,54,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#L01,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02A_DELIVERY,delivery,M07 L01 C02A Delivery,module.m07.lesson.l01.card.c02a_delivery,"Module 1 Review: Infection Control

On-Screen Text:

Key concepts to remember from Module 1:","Module 1 Review: Infection Control

On-Screen Text:

Key concepts to remember from Module 1:",8,15,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.1,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02B_DELIVERY,delivery,M07 L01 C02B Delivery,module.m07.lesson.l01.card.c02b_delivery,"The chain of infection has six links: infectious agent, reservoir, portal of exit, mode of transmission, portal of entry, susceptible host. Breaking any link stops infection.
Standard Precautions apply to all residents at all times. Treat all blood, body fluids, and non-intact skin as potentially infectious.
Hand hygiene is the single most effective infection prevention measure. Wash for at least 20 seconds with soap and water, or use ABHR when hands are not visibly soiled.
PPE must be donned and doffed in the correct sequence to prevent self-contamination.
Transmission-based precautions (contact, droplet, airborne) add protection above Standard Precautions for residents with known or suspected infectious conditions.
Report signs of infection in any resident to the licensed nurse immediately.","The chain of infection has six links: infectious agent, reservoir, portal of exit, mode of transmission, portal of entry, susceptible host. Breaking any link stops infection.
Standard Precautions apply to all residents at all times. Treat all blood, body fluids, and non-intact skin as potentially infectious.
Hand hygiene is the single most effective infection prevention measure. Wash for at least 20 seconds with soap and water, or use ABHR when hands are not visibly soiled.
PPE must be donned and doffed in the correct sequence to prevent self-contamination.
Transmission-based precautions (contact, droplet, airborne) add protection above Standard Precautions for residents with known or suspected infectious conditions.
Report signs of infection in any resident to the licensed nurse immediately.",52,121,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.1,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02C_DELIVERY,delivery,M07 L01 C02C Delivery,module.m07.lesson.l01.card.c02c_delivery,FLAG Note: Module 1 Infection Control content is flagged as needing SME/source review. Some content references general CNA infection control standards. Confirm alignment with your facility's current policies.,FLAG Note: Module 1 Infection Control content is flagged as needing SME/source review. Some content references general CNA infection control standards. Confirm alignment with your facility's current policies.,13,29,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.1,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02D_DELIVERY,delivery,M07 L01 C02D Delivery,module.m07.lesson.l01.card.c02d_delivery,"Module 2 Review: Resident Rights and Abuse Prevention

On-Screen Text:

Key concepts to remember from Module 2:","Module 2 Review: Resident Rights and Abuse Prevention

On-Screen Text:

Key concepts to remember from Module 2:",8,18,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.2,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02E_DELIVERY,delivery,M07 L01 C02E Delivery,module.m07.lesson.l01.card.c02e_delivery,"Every resident has legal rights including privacy, dignity, choice, informed consent, freedom from restraints, and confidentiality.
There are eight primary types of elder abuse: verbal, physical, psychological, involuntary seclusion, abandonment, neglect, sexual, and financial. Healthcare fraud is also recognized.
Neglect = a pattern of failing to provide care. Negligence = a single act of carelessness.
In California, all CNAs are mandated reporters. You must report known or suspected abuse immediately - you do not need certainty, only reasonable suspicion.
The reporting decision path: ensure safety -> report to licensed nurse -> document objectively -> follow facility policy for formal reporting.
Professional boundaries protect residents and staff. Accepting gifts, romantic relationships, and sharing personal financial information all violate boundaries.","Every resident has legal rights including privacy, dignity, choice, informed consent, freedom from restraints, and confidentiality.
There are eight primary types of elder abuse: verbal, physical, psychological, involuntary seclusion, abandonment, neglect, sexual, and financial. Healthcare fraud is also recognized.
Neglect = a pattern of failing to provide care. Negligence = a single act of carelessness.
In California, all CNAs are mandated reporters. You must report known or suspected abuse immediately - you do not need certainty, only reasonable suspicion.
The reporting decision path: ensure safety -> report to licensed nurse -> document objectively -> follow facility policy for formal reporting.
Professional boundaries protect residents and staff. Accepting gifts, romantic relationships, and sharing personal financial information all violate boundaries.",48,112,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.2,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
CNA Recertification Theory + Clinical Support,M07,"Final Review, Exam/Test, Affidavit, and Certificate Status",L01,Cumulative Review - Modules 1-3,C02F_DELIVERY,delivery,M07 L01 C02F Delivery,module.m07.lesson.l01.card.c02f_delivery,"Module 3 Review: Dementia, Communication, and Cultural Respect

On-Screen Text:

Key concepts to remember from Module 3:","Module 3 Review: Dementia, Communication, and Cultural Respect

On-Screen Text:

Key concepts to remember from Module 3:",8,18,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/29_THEORY_MODULE_07_REVIEW_FINAL_EXAM_AFFIDAVIT_FULL.md#Screen 7.1.3,None identified,Affidavit/certificate wording requires legal/compliance/CDPH or owner approval; production certificate disabled.,draft
